variant,date,param,kind,unit,value_conc,below_lod,raw,pumped_volume_l,lab_no,source_file,treatment,treatment_group,treatment_group_label,soil,sensor,phase,experiment_start_date,days
000.A,2022-08-30,Ks4.3_mmol_per_l,direct,mmol/l,4.9,False,4.9,22.0,AP2246939,CDIFUE21_AB2211254.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,107
000.A,2022-08-30,Mg,ion,umol/l,1234.3139271754785,False,30,22.0,AP2246939,CDIFUE21_AB2211254.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,107
000.A,2022-08-30,NO2,ion,umol/l,0.0,True,"<0,25",22.0,AP2246939,CDIFUE21_AB2211254.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,107
000.A,2022-08-30,NO3,ion,umol/l,3.54815818334301,False,0.22,22.0,AP2246939,CDIFUE21_AB2211254.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,107
000.A,2022-08-30,Na,ion,umol/l,2609.830361026534,False,60,22.0,AP2246939,CDIFUE21_AB2211254.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,107
000.A,2022-08-30,O2_mg_per_l,direct,mg/l,3.8,False,3.8,22.0,AP2246939,CDIFUE21_AB2211254.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,107
000.A,2022-08-30,SO4,ion,umol/l,2186.1336664584633,False,210,22.0,AP2246939,CDIFUE21_AB2211254.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,107
000.A,2022-08-30,Si,ion,umol/l,227.87153742077908,False,6.4,22.0,AP2246939,CDIFUE21_AB2211254.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,107
000.A,2022-08-30,pH_field,direct,pH,7.12,False,7.12,22.0,AP2246939,CDIFUE21_AB2211254.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,107
000.A,2022-08-30,pH_lab,direct,pH,7.18,False,7.18,22.0,AP2246939,CDIFUE21_AB2211254.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,107
000.A,2022-08-30,sum_anions_meq_per_l,direct,meq/l,14.3333971518162,False,14.3333971518162,22.0,AP2246939,CDIFUE21_AB2211254.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,107
000.A,2022-08-30,sum_cations_meq_per_l,direct,meq/l,14.6784000729272,False,14.6784000729272,22.0,AP2246939,CDIFUE21_AB2211254.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,107
000.A,2022-08-30,temp_air_degC,direct,degC,14.0,False,14,22.0,AP2246939,CDIFUE21_AB2211254.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,107
000.A,2022-08-30,temp_pH_lab_degC,direct,degC,19.0,False,19,22.0,AP2246939,CDIFUE21_AB2211254.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,107
000.A,2022-08-30,temp_water_field_degC,direct,degC,18.9,False,18.9,22.0,AP2246939,CDIFUE21_AB2211254.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,107
000.A,2022-09-13,Al,ion,umol/l,0.0,True,"<0,02",3.0,AP2249469,CDIFUE21_AB2211845.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,121
000.A,2022-09-13,Ca,ion,umol/l,4241.728629173112,False,170,3.0,AP2249469,CDIFUE21_AB2211845.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,121
000.A,2022-09-13,Cl,ion,umol/l,4513.017234084562,False,160,3.0,AP2249469,CDIFUE21_AB2211845.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,121
000.A,2022-09-13,DOC,ion,umol/l,807.5930397135959,False,9.7,3.0,AP2249469,CDIFUE21_AB2211845.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,121
000.A,2022-09-13,EC_field_uS_per_cm_25degC,direct,uS/cm,1250.0,False,1250,3.0,AP2249469,CDIFUE21_AB2211845.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,121
000.A,2022-09-13,EC_lab_uS_per_cm_25degC,direct,uS/cm,1256.0,False,1256,3.0,AP2249469,CDIFUE21_AB2211845.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,121
000.A,2022-09-13,Fe,ion,umol/l,0.0,True,"<0,005",3.0,AP2249469,CDIFUE21_AB2211845.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,121
000.A,2022-09-13,HCO3,ion,umol/l,5457.495452087123,False,333,3.0,AP2249469,CDIFUE21_AB2211845.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,121
000.A,2022-09-13,HCO3_hardness_dH,direct,dH,15.3,False,15.3,3.0,AP2249469,CDIFUE21_AB2211845.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,121
000.A,2022-09-13,K,ion,umol/l,71.61491636400838,False,2.8,3.0,AP2249469,CDIFUE21_AB2211845.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,121
000.A,2022-09-13,Kb8.2_mmol_per_l,direct,mmol/l,0.72,False,0.72,3.0,AP2249469,CDIFUE21_AB2211845.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,121
000.A,2022-09-13,Ks4.3_mmol_per_l,direct,mmol/l,5.5,False,5.5,3.0,AP2249469,CDIFUE21_AB2211845.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,121
000.A,2022-09-13,Mg,ion,umol/l,1152.0263320304464,False,28,3.0,AP2249469,CDIFUE21_AB2211845.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,121
000.A,2022-09-13,NO2,ion,umol/l,0.0,True,"<0,1",3.0,AP2249469,CDIFUE21_AB2211845.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,121
000.A,2022-09-13,NO3,ion,umol/l,0.0,True,"<0,2",3.0,AP2249469,CDIFUE21_AB2211845.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,121
000.A,2022-09-13,Na,ion,umol/l,2609.830361026534,False,60,3.0,AP2249469,CDIFUE21_AB2211845.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,121
000.A,2022-09-13,O2_mg_per_l,direct,mg/l,5.7,False,5.7,3.0,AP2249469,CDIFUE21_AB2211845.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,121
000.A,2022-09-13,SO4,ion,umol/l,1665.6256506350198,False,160,3.0,AP2249469,CDIFUE21_AB2211845.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,121
000.A,2022-09-13,Si,ion,umol/l,185.145624154383,False,5.2,3.0,AP2249469,CDIFUE21_AB2211845.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,121
000.A,2022-09-13,pH_field,direct,pH,7.07,False,7.07,3.0,AP2249469,CDIFUE21_AB2211845.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,121
000.A,2022-09-13,pH_lab,direct,pH,7.45,False,7.45,3.0,AP2249469,CDIFUE21_AB2211845.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,121
000.A,2022-09-13,sum_anions_meq_per_l,direct,meq/l,13.2493919802971,False,13.2493919802971,3.0,AP2249469,CDIFUE21_AB2211845.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,121
000.A,2022-09-13,sum_cations_meq_per_l,direct,meq/l,13.484833654342,False,13.484833654342,3.0,AP2249469,CDIFUE21_AB2211845.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,121
000.A,2022-09-13,temp_air_degC,direct,degC,22.0,False,22,3.0,AP2249469,CDIFUE21_AB2211845.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,121
000.A,2022-09-13,temp_pH_lab_degC,direct,degC,17.2,False,17.2,3.0,AP2249469,CDIFUE21_AB2211845.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,121
000.A,2022-09-13,temp_water_field_degC,direct,degC,16.7,False,16.7,3.0,AP2249469,CDIFUE21_AB2211845.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,121
000.A,2022-10-11,Al,ion,umol/l,0.0,True,"<0,02",3.5,AP2255713,CDIFUE21_AB2213261.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,149
000.A,2022-10-11,Ca,ion,umol/l,3493.188282848445,False,140,3.5,AP2255713,CDIFUE21_AB2213261.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,149
000.A,2022-10-11,Cl,ion,umol/l,3384.762925563422,False,120,3.5,AP2255713,CDIFUE21_AB2213261.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,149
000.A,2022-10-11,DOC,ion,umol/l,832.570144034635,False,10,3.5,AP2255713,CDIFUE21_AB2213261.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,149
000.A,2022-10-11,EC_field_uS_per_cm_25degC,direct,uS/cm,1080.0,False,1080,3.5,AP2255713,CDIFUE21_AB2213261.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,149
000.A,2022-10-11,EC_lab_uS_per_cm_25degC,direct,uS/cm,1072.0,False,1072,3.5,AP2255713,CDIFUE21_AB2213261.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,149
000.A,2022-10-11,Fe,ion,umol/l,0.0,True,"<0,005",3.5,AP2255713,CDIFUE21_AB2213261.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,149
000.A,2022-10-11,HCO3,ion,umol/l,5391.939951161152,False,329,3.5,AP2255713,CDIFUE21_AB2213261.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,149
000.A,2022-10-11,HCO3_hardness_dH,direct,dH,15.1,False,15.1,3.5,AP2255713,CDIFUE21_AB2213261.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,149
000.A,2022-10-11,K,ion,umol/l,76.73026753286614,False,3,3.5,AP2255713,CDIFUE21_AB2213261.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,149
000.A,2022-10-11,Kb8.2_mmol_per_l,direct,mmol/l,0.45,False,0.45,3.5,AP2255713,CDIFUE21_AB2213261.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,149
000.A,2022-10-11,Ks4.3_mmol_per_l,direct,mmol/l,5.4,False,5.4,3.5,AP2255713,CDIFUE21_AB2213261.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,149
000.A,2022-10-11,Mg,ion,umol/l,987.4511417403826,False,24,3.5,AP2255713,CDIFUE21_AB2213261.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,149
000.A,2022-10-11,NO2,ion,umol/l,0.0,True,"<0,1",3.5,AP2255713,CDIFUE21_AB2213261.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,149
000.A,2022-10-11,NO3,ion,umol/l,0.0,True,"<0,2",3.5,AP2255713,CDIFUE21_AB2213261.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,149
000.A,2022-10-11,Na,ion,umol/l,2392.3444976076557,False,55,3.5,AP2255713,CDIFUE21_AB2213261.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,149
000.A,2022-10-11,O2_mg_per_l,direct,mg/l,8.9,False,8.9,3.5,AP2255713,CDIFUE21_AB2213261.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,149
000.A,2022-10-11,SO4,ion,umol/l,1249.2192379762648,False,120,3.5,AP2255713,CDIFUE21_AB2213261.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,149
000.A,2022-10-11,Si,ion,umol/l,195.827102470982,False,5.5,3.5,AP2255713,CDIFUE21_AB2213261.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,149
000.A,2022-10-11,pH_field,direct,pH,7.33,False,7.33,3.5,AP2255713,CDIFUE21_AB2213261.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,149
000.A,2022-10-11,pH_lab,direct,pH,7.41,False,7.41,3.5,AP2255713,CDIFUE21_AB2213261.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,149
000.A,2022-10-11,sum_anions_meq_per_l,direct,meq/l,11.2237243130917,False,11.2237243130917,3.5,AP2255713,CDIFUE21_AB2213261.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,149
000.A,2022-10-11,sum_cations_meq_per_l,direct,meq/l,11.4433393325124,False,11.4433393325124,3.5,AP2255713,CDIFUE21_AB2213261.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,149
000.A,2022-10-11,temp_air_degC,direct,degC,20.0,False,20,3.5,AP2255713,CDIFUE21_AB2213261.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,149
000.A,2022-10-11,temp_pH_lab_degC,direct,degC,17.0,False,17,3.5,AP2255713,CDIFUE21_AB2213261.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,149
000.A,2022-10-11,temp_water_field_degC,direct,degC,13.0,False,13,3.5,AP2255713,CDIFUE21_AB2213261.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,149
000.A,2022-11-15,Al,ion,umol/l,0.0,True,"<0,02",11.0,AP2264416,CDIFUE21_AB2215317.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,184
000.A,2022-11-15,Ca,ion,umol/l,2994.1613852986675,False,120,11.0,AP2264416,CDIFUE21_AB2215317.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,184
000.A,2022-11-15,Cl,ion,umol/l,3102.6993484331365,False,110,11.0,AP2264416,CDIFUE21_AB2215317.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,184
000.A,2022-11-15,DOC,ion,umol/l,915.8271584380984,False,11,11.0,AP2264416,CDIFUE21_AB2215317.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,184
000.A,2022-11-15,EC_field_uS_per_cm_25degC,direct,uS/cm,1020.0,False,1020,11.0,AP2264416,CDIFUE21_AB2215317.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,184
000.A,2022-11-15,EC_lab_uS_per_cm_25degC,direct,uS/cm,1001.0,False,1001,11.0,AP2264416,CDIFUE21_AB2215317.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,184
000.A,2022-11-15,Fe,ion,umol/l,0.0,True,"<0,005",11.0,AP2264416,CDIFUE21_AB2215317.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,184
000.A,2022-11-15,HCO3,ion,umol/l,5080.551321762787,False,310,11.0,AP2264416,CDIFUE21_AB2215317.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,184
000.A,2022-11-15,HCO3_hardness_dH,direct,dH,14.3,False,14.3,11.0,AP2264416,CDIFUE21_AB2215317.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,184
000.A,2022-11-15,K,ion,umol/l,196.9410200010231,False,7.7,11.0,AP2264416,CDIFUE21_AB2215317.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,184
000.A,2022-11-15,Kb8.2_mmol_per_l,direct,mmol/l,0.22,False,0.22,11.0,AP2264416,CDIFUE21_AB2215317.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,184
000.A,2022-11-15,Ks4.3_mmol_per_l,direct,mmol/l,5.09,False,5.09,11.0,AP2264416,CDIFUE21_AB2215317.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,184
000.A,2022-11-15,Mg,ion,umol/l,864.0197490228348,False,21,11.0,AP2264416,CDIFUE21_AB2215317.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,184
000.A,2022-11-15,NO2,ion,umol/l,0.0,True,"<0,1",11.0,AP2264416,CDIFUE21_AB2215317.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,184
000.A,2022-11-15,NO3,ion,umol/l,0.0,True,"<0,2",11.0,AP2264416,CDIFUE21_AB2215317.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,184
000.A,2022-11-15,Na,ion,umol/l,2261.852979556329,False,52,11.0,AP2264416,CDIFUE21_AB2215317.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,184
000.A,2022-11-15,O2_mg_per_l,direct,mg/l,8.4,False,8.4,11.0,AP2264416,CDIFUE21_AB2215317.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,184
000.A,2022-11-15,SO4,ion,umol/l,1145.1176348115762,False,110,11.0,AP2264416,CDIFUE21_AB2215317.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,184
000.A,2022-11-15,Si,ion,umol/l,185.145624154383,False,5.2,11.0,AP2264416,CDIFUE21_AB2215317.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,184
000.A,2022-11-15,pH_field,direct,pH,7.59,False,7.59,11.0,AP2264416,CDIFUE21_AB2215317.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,184
000.A,2022-11-15,pH_lab,direct,pH,7.57,False,7.57,11.0,AP2264416,CDIFUE21_AB2215317.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,184
000.A,2022-11-15,sum_anions_meq_per_l,direct,meq/l,10.4222254290772,False,10.4222254290772,11.0,AP2264416,CDIFUE21_AB2215317.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,184
000.A,2022-11-15,sum_cations_meq_per_l,direct,meq/l,10.1861955732373,False,10.1861955732373,11.0,AP2264416,CDIFUE21_AB2215317.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,184
000.A,2022-11-15,temp_air_degC,direct,degC,10.0,False,10,11.0,AP2264416,CDIFUE21_AB2215317.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,184
000.A,2022-11-15,temp_pH_lab_degC,direct,degC,13.1,False,13.1,11.0,AP2264416,CDIFUE21_AB2215317.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,184
000.A,2022-11-15,temp_water_field_degC,direct,degC,8.8,False,8.8,11.0,AP2264416,CDIFUE21_AB2215317.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,184
000.A,2022-12-12,Al,ion,umol/l,0.0,True,"<0,02",6.0,AP2271990,CDIFUE21_AB2216942.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,211
000.A,2022-12-12,Ca,ion,umol/l,2046.0102799540896,False,82,6.0,AP2271990,CDIFUE21_AB2216942.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,211
000.A,2022-12-12,Cl,ion,umol/l,1635.968747355654,False,58,6.0,AP2271990,CDIFUE21_AB2216942.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,211
000.A,2022-12-12,DOC,ion,umol/l,757.6388310715178,False,9.1,6.0,AP2271990,CDIFUE21_AB2216942.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,211
000.A,2022-12-12,EC_field_uS_per_cm_25degC,direct,uS/cm,730.0,False,730,6.0,AP2271990,CDIFUE21_AB2216942.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,211
000.A,2022-12-12,EC_lab_uS_per_cm_25degC,direct,uS/cm,707.0,False,707,6.0,AP2271990,CDIFUE21_AB2216942.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,211
000.A,2022-12-12,Fe,ion,umol/l,0.0,True,"<0,005",6.0,AP2271990,CDIFUE21_AB2216942.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,211
000.A,2022-12-12,HCO3,ion,umol/l,3818.6079289378367,False,233,6.0,AP2271990,CDIFUE21_AB2216942.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,211
000.A,2022-12-12,HCO3_hardness_dH,direct,dH,10.7,False,10.7,6.0,AP2271990,CDIFUE21_AB2216942.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,211
000.A,2022-12-12,K,ion,umol/l,230.1908025985984,False,9,6.0,AP2271990,CDIFUE21_AB2216942.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,211
000.A,2022-12-12,Kb8.2_mmol_per_l,direct,mmol/l,0.19,False,0.19,6.0,AP2271990,CDIFUE21_AB2216942.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,211
000.A,2022-12-12,Ks4.3_mmol_per_l,direct,mmol/l,3.82,False,3.82,6.0,AP2271990,CDIFUE21_AB2216942.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,211
000.A,2022-12-12,Mg,ion,umol/l,534.8693684427072,False,13,6.0,AP2271990,CDIFUE21_AB2216942.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,211
000.A,2022-12-12,NO2,ion,umol/l,0.0,True,"<0,1",6.0,AP2271990,CDIFUE21_AB2216942.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,211
000.A,2022-12-12,NO3,ion,umol/l,0.0,True,"<0,2",6.0,AP2271990,CDIFUE21_AB2216942.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,211
000.A,2022-12-12,Na,ion,umol/l,1826.8812527185737,False,42,6.0,AP2271990,CDIFUE21_AB2216942.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,211
000.A,2022-12-12,O2_mg_per_l,direct,mg/l,11.0,False,11,6.0,AP2271990,CDIFUE21_AB2216942.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,211
000.A,2022-12-12,SO4,ion,umol/l,874.4534665833854,False,84,6.0,AP2271990,CDIFUE21_AB2216942.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,211
000.A,2022-12-12,Si,ion,umol/l,156.66168197678562,False,4.4,6.0,AP2271990,CDIFUE21_AB2216942.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,211
000.A,2022-12-12,pH_field,direct,pH,7.55,False,7.55,6.0,AP2271990,CDIFUE21_AB2216942.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,211
000.A,2022-12-12,pH_lab,direct,pH,7.55,False,7.55,6.0,AP2271990,CDIFUE21_AB2216942.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,211
000.A,2022-12-12,sum_anions_meq_per_l,direct,meq/l,7.15347494804895,False,7.15347494804895,6.0,AP2271990,CDIFUE21_AB2216942.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,211
000.A,2022-12-12,sum_cations_meq_per_l,direct,meq/l,7.22622483239136,False,7.22622483239136,6.0,AP2271990,CDIFUE21_AB2216942.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,211
000.A,2022-12-12,temp_air_degC,direct,degC,-3.0,False,-3,6.0,AP2271990,CDIFUE21_AB2216942.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,211
000.A,2022-12-12,temp_pH_lab_degC,direct,degC,14.2,False,14.2,6.0,AP2271990,CDIFUE21_AB2216942.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,211
000.A,2022-12-12,temp_water_field_degC,direct,degC,5.1,False,5.1,6.0,AP2271990,CDIFUE21_AB2216942.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,211
000.A,2023-01-17,Al,ion,umol/l,1.1118523460084502,False,0.03,6.0,AP2301880,CDIFUE21_AB2300485.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,247
000.A,2023-01-17,Ca,ion,umol/l,1147.7618643644892,False,46,6.0,AP2301880,CDIFUE21_AB2300485.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,247
000.A,2023-01-17,Cl,ion,umol/l,564.1271542605703,False,20,6.0,AP2301880,CDIFUE21_AB2300485.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,247
000.A,2023-01-17,DOC,ion,umol/l,699.3589209890933,False,8.4,6.0,AP2301880,CDIFUE21_AB2300485.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,247
000.A,2023-01-17,EC_field_uS_per_cm_25degC,direct,uS/cm,440.0,False,440,6.0,AP2301880,CDIFUE21_AB2300485.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,247
000.A,2023-01-17,EC_lab_uS_per_cm_25degC,direct,uS/cm,427.0,False,427,6.0,AP2301880,CDIFUE21_AB2300485.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,247
000.A,2023-01-17,Fe,ion,umol/l,0.2686005909213,False,0.015,6.0,AP2301880,CDIFUE21_AB2300485.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,247
000.A,2023-01-17,HCO3,ion,umol/l,3318.7472343773043,False,202.5,6.0,AP2301880,CDIFUE21_AB2300485.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,247
000.A,2023-01-17,HCO3_hardness_dH,direct,dH,9.3,False,9.3,6.0,AP2301880,CDIFUE21_AB2300485.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,247
000.A,2023-01-17,K,ion,umol/l,132.9991303903013,False,5.2,6.0,AP2301880,CDIFUE21_AB2300485.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,247
000.A,2023-01-17,Kb8.2_mmol_per_l,direct,mmol/l,0.13,False,0.13,6.0,AP2301880,CDIFUE21_AB2300485.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,247
000.A,2023-01-17,Ks4.3_mmol_per_l,direct,mmol/l,3.32,False,3.32,6.0,AP2301880,CDIFUE21_AB2300485.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,247
000.A,2023-01-17,Mg,ion,umol/l,308.57848179386957,False,7.5,6.0,AP2301880,CDIFUE21_AB2300485.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,247
000.A,2023-01-17,NO2,ion,umol/l,0.0,True,"<0,1",6.0,AP2301880,CDIFUE21_AB2300485.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,247
000.A,2023-01-17,NO3,ion,umol/l,12.7411134765499,False,0.79,6.0,AP2301880,CDIFUE21_AB2300485.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,247
000.A,2023-01-17,Na,ion,umol/l,1261.4180078294912,False,29,6.0,AP2301880,CDIFUE21_AB2300485.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,247
000.A,2023-01-17,O2_mg_per_l,direct,mg/l,11.0,False,11,6.0,AP2301880,CDIFUE21_AB2300485.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,247
000.A,2023-01-17,SO4,ion,umol/l,281.0743285446596,False,27,6.0,AP2301880,CDIFUE21_AB2300485.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,247
000.A,2023-01-17,Si,ion,umol/l,124.61724702698854,False,3.5,6.0,AP2301880,CDIFUE21_AB2300485.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,247
000.A,2023-01-17,pH_field,direct,pH,8.03,False,8.03,6.0,AP2301880,CDIFUE21_AB2300485.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,247
000.A,2023-01-17,pH_lab,direct,pH,7.8,False,7.8,6.0,AP2301880,CDIFUE21_AB2300485.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,247
000.A,2023-01-17,sum_anions_meq_per_l,direct,meq/l,4.40829434832155,False,4.40829434832155,6.0,AP2301880,CDIFUE21_AB2300485.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,247
000.A,2023-01-17,sum_cations_meq_per_l,direct,meq/l,4.31168347760901,False,4.31168347760901,6.0,AP2301880,CDIFUE21_AB2300485.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,247
000.A,2023-01-17,temp_air_degC,direct,degC,4.0,False,4,6.0,AP2301880,CDIFUE21_AB2300485.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,247
000.A,2023-01-17,temp_pH_lab_degC,direct,degC,12.8,False,12.8,6.0,AP2301880,CDIFUE21_AB2300485.xlsx,000,000,Control,FUERTH2022,False,2022,2022-05-15,247
